[('tile_ic', [-1, 2]), ('tile_oc', [-1, 1]), ('tile_ow', [-1, 1]), ('tile_oh', 1)],direct,None,1
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,208
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,209
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,210
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,211
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,212
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,213
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,214
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,215
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,216
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,217
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,218
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,219
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,220
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,221
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,222
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,223
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,224
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,225
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,226
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,227
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,228
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,229
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,230
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,231
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,232
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,233
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,234
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,235
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,236
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,237
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,238
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,239
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,240
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,241
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,242
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,243
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,244
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,245
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,246
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,247
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,248
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,249
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,250
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,251
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,252
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,253
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,254
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,255
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,256
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,257
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,258
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,259
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,260
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,261
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,262
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,263
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,264
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,265
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,266
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,267
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,268
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 1]), ('tile_oh', 2)],direct,None,269
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 1]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,270
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 1]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,271
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 1]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,272
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 1]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,273
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 1]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,274
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 1]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,275
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 1]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,276
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 1]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,277
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 1]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,278
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 2]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,279
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 2]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,280
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 2]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,281
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 2]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,282
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 2]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,283
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 2]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,284
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 2]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,285
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 2]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,286
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 2]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,287
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 4]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,288
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 4]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,289
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 4]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,290
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 4]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,291
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 4]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,292
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 4]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,293
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 4]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,294
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 4]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,295
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 4]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,296
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,297
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,298
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,299
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,300
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,301
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,302
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,303
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,304
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 8]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,305
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,306
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,307
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,308
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,309
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,310
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,311
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,312
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,313
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 16]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,314
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,315
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,316
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,317
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,318
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,319
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,320
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,321
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,322
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 32]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,323
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,324
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,325
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,326
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,327
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,328
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,329
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,330
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,331
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 64]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,332
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,333
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,334
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,335
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,336
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,337
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,338
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,339
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,340
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 128]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,341
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,342
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,343
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,344
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,345
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,346
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,347
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,348
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,349
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 256]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,350
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,351
[('tile_ic', [-1, 2]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,352
[('tile_ic', [-1, 4]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,353
[('tile_ic', [-1, 8]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,354
[('tile_ic', [-1, 16]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,355
[('tile_ic', [-1, 32]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,356
[('tile_ic', [-1, 64]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,357
[('tile_ic', [-1, 128]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,358
[('tile_ic', [-1, 256]), ('tile_oc', [-1, 512]), ('tile_ow', [-1, 7]), ('tile_oh', 2)],direct,None,359
[('tile_ic', [-1, 1]), ('tile_oc', [-1, 1]), ('tile_ow', [-1, 1]), ('tile_oh', 1)],direct,None,360
